,Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
7719,749,Employee Recruitment,Finance,Coding,12,228,Alex White,In Progress,2023-07-18,,3.3955370609969817
7720,995,Invoice Processing,Sales,Job Posting,2,164,Bob White,Completed,2023-06-23,2023-06-23 02:00:00,7.617899450358959
7721,841,Customer Onboarding,Marketing,Verify Invoice,18,1548,Charlie Brown,In Progress,2023-10-13,,0.6194799462926603
7722,703,Software Development,IT,Launch Campaign,5,225,Alex Green,Completed,2023-07-26,2023-07-26 05:00:00,9.396871345879918
7723,605,Software Development,Sales,Collect Documents,6,528,Alex Smith,Completed,2023-01-17,2023-01-17 06:00:00,5.340377780546697
7724,371,Software Development,Sales,Approve Invoice,2,132,Bob Black,In Progress,2023-01-13,,0.3782098102533449
7725,319,Employee Recruitment,Marketing,Launch Campaign,20,680,John Green,Pending,2023-09-20,,9.448489189625493
7726,133,Product Launch,Marketing,Product Design,18,1584,Charlie Doe,In Progress,2023-09-11,,7.933248326607837
7727,939,Invoice Processing,IT,Launch Campaign,20,380,Jane Brown,In Progress,2023-12-13,,3.1154766863669003
7728,724,Customer Onboarding,Finance,Market Research,8,704,Bob Smith,In Progress,2023-04-08,,6.529932472726188
7729,284,Invoice Processing,HR,Product Design,6,534,Alex Brown,Pending,2023-03-30,,7.495126607359809
7730,278,Customer Onboarding,Marketing,Requirements Gathering,15,315,John Black,Completed,2023-05-28,2023-05-28 15:00:00,8.364731570639398
7731,652,Customer Onboarding,IT,Review Documents,18,738,John Green,Completed,2023-04-01,2023-04-01 18:00:00,0.9573619489623542
7732,176,Software Development,Marketing,Verify Invoice,12,360,Alice Brown,Completed,2023-05-15,2023-05-15 12:00:00,5.183221879770573
7733,198,Software Development,Sales,Verify Invoice,2,62,Bob Smith,Completed,2023-05-02,2023-05-02 02:00:00,4.260536721018986
7734,349,Customer Onboarding,IT,Market Research,15,735,Bob Brown,Pending,2023-04-20,,4.929679270539734
7735,730,Employee Recruitment,IT,Screen Candidates,13,1157,Charlie Brown,Completed,2023-01-21,2023-01-21 13:00:00,3.666745666545316
7736,624,Invoice Processing,HR,Testing,7,441,Alex Doe,Pending,2023-04-06,,6.721648323715723
7737,269,Software Development,IT,Screen Candidates,20,1560,John Brown,In Progress,2023-05-30,,8.707336996997077
7738,708,Invoice Processing,Sales,Approve Invoice,14,210,Alex Doe,Completed,2023-05-22,2023-05-22 14:00:00,1.9156439619311627
7739,248,Employee Recruitment,Marketing,Review Documents,10,270,Charlie Doe,Pending,2023-01-15,,1.060423812855904
7740,768,Customer Onboarding,Sales,Requirements Gathering,12,828,Alex Green,Pending,2023-05-18,,9.935527541377098
7741,114,Employee Recruitment,Finance,Receive Invoice,10,810,Alice White,Completed,2023-02-05,2023-02-05 10:00:00,9.042618185170191
7742,748,Software Development,IT,Testing,1,35,Jane Green,Pending,2023-05-09,,7.15407456264564
7743,506,Invoice Processing,HR,Approve Invoice,6,78,Alice Green,Pending,2023-11-30,,8.978577366064936
7744,180,Customer Onboarding,Sales,Review Documents,9,108,Bob Green,Pending,2023-01-02,,0.3107815738279063
7745,754,Product Launch,IT,Collect Documents,5,110,Jane Smith,In Progress,2023-02-02,,0.2458343552813002
7746,756,Software Development,IT,Screen Candidates,19,1140,Alex Green,Completed,2023-11-11,2023-11-11 19:00:00,4.4824772234950325
7747,963,Employee Recruitment,Marketing,Conduct Interviews,14,560,Bob Black,In Progress,2023-07-24,,0.9826020293135896
7748,61,Product Launch,Sales,Market Research,18,234,Alice Black,Pending,2023-09-03,,2.5395036955002173
7749,868,Invoice Processing,Sales,Initial Contact,11,484,Charlie Black,Completed,2023-10-04,2023-10-04 11:00:00,0.4935669974830659
7750,406,Customer Onboarding,Finance,Market Research,19,855,Jane Green,Completed,2023-07-23,2023-07-23 19:00:00,5.544494655152174
7751,357,Product Launch,Marketing,Review Documents,1,29,Jane Smith,Completed,2023-11-27,2023-11-27 01:00:00,6.48022222908711
7752,104,Invoice Processing,HR,Testing,6,204,Alex White,Completed,2023-02-26,2023-02-26 06:00:00,9.897512545139705
7753,854,Customer Onboarding,Finance,Receive Invoice,3,162,Alice Smith,In Progress,2023-11-18,,8.667781614873425
7754,860,Employee Recruitment,HR,Job Posting,1,21,Charlie White,Pending,2023-10-11,,6.426533318678618
7755,434,Invoice Processing,Sales,Conduct Interviews,5,70,Bob Black,In Progress,2023-07-15,,8.03842620916031
7756,129,Product Launch,Finance,Conduct Interviews,12,240,Charlie Doe,Completed,2023-02-20,2023-02-20 12:00:00,5.700826085654552
7757,851,Employee Recruitment,Finance,Market Research,17,1326,Alice White,In Progress,2023-08-24,,7.418348402066705
7758,752,Software Development,IT,Coding,13,260,Alice Green,Pending,2023-10-12,,7.337773099962504
7759,714,Software Development,Sales,Testing,16,1536,Jane Brown,Pending,2023-02-10,,7.650583416476103
7760,495,Invoice Processing,Marketing,Launch Campaign,15,270,Jane White,In Progress,2023-11-16,,9.97926046988134
7761,439,Customer Onboarding,IT,Review Documents,10,990,Bob Green,Completed,2023-02-18,2023-02-18 10:00:00,8.142726133220807
7762,556,Invoice Processing,Marketing,Product Design,5,480,Bob Green,Pending,2023-09-06,,3.004522648509409
7763,503,Customer Onboarding,Sales,Launch Campaign,19,1520,Charlie Black,In Progress,2023-04-06,,4.763143766828443
7764,939,Employee Recruitment,Marketing,Product Design,11,528,Jane Green,In Progress,2023-08-11,,2.6324639995538304
7765,432,Employee Recruitment,Sales,Initial Contact,17,510,Alex Green,Completed,2023-02-19,2023-02-19 17:00:00,1.836266296384864
7766,549,Customer Onboarding,Finance,Launch Campaign,15,525,Alex Doe,In Progress,2023-10-09,,5.688385998392351
7767,845,Invoice Processing,IT,Requirements Gathering,8,344,Charlie Smith,Pending,2023-05-02,,7.853128219284499
7768,759,Product Launch,Marketing,Job Posting,10,710,Charlie Brown,In Progress,2023-07-06,,9.393413102489038
7769,756,Software Development,Sales,Testing,13,442,Jane Brown,In Progress,2023-11-21,,6.116377737314551
7770,889,Employee Recruitment,Finance,Requirements Gathering,5,410,John Smith,Completed,2023-04-29,2023-04-29 05:00:00,3.4719716953501734
7771,342,Product Launch,Sales,Review Documents,19,1368,John Smith,In Progress,2023-01-21,,6.792413390611072
7772,207,Product Launch,Marketing,Conduct Interviews,11,308,Alex Doe,In Progress,2023-06-16,,8.799970387587976
7773,524,Customer Onboarding,Sales,Requirements Gathering,5,115,Alice Green,Completed,2023-06-25,2023-06-25 05:00:00,7.671669307344842
7774,305,Product Launch,Finance,Job Posting,18,1062,Alice Smith,Pending,2023-10-15,,6.508170867712266
7775,285,Invoice Processing,IT,Requirements Gathering,6,546,Charlie Doe,Completed,2023-04-22,2023-04-22 06:00:00,5.599094416131225
7776,694,Product Launch,Sales,Coding,13,546,Bob Doe,Pending,2023-03-04,,5.622835188707307
7777,720,Software Development,Finance,Screen Candidates,17,476,John Brown,Pending,2023-08-24,,4.081908288139592
7778,362,Product Launch,HR,Collect Documents,3,231,Bob Black,In Progress,2023-11-24,,8.947577768724868
7779,479,Employee Recruitment,Marketing,Verify Invoice,14,1344,John White,Pending,2023-06-27,,9.371241565725674
7780,855,Invoice Processing,Marketing,Conduct Interviews,7,469,John Brown,In Progress,2023-01-01,,8.148746101017718
7781,927,Customer Onboarding,Sales,Conduct Interviews,10,870,Charlie Green,Pending,2023-11-10,,7.849628869746969
7782,754,Software Development,Finance,Verify Invoice,7,588,John Green,Completed,2023-09-19,2023-09-19 07:00:00,2.011930749144689
7783,883,Employee Recruitment,Sales,Testing,17,391,Charlie Brown,Completed,2023-06-28,2023-06-28 17:00:00,7.124327307440823
7784,496,Customer Onboarding,IT,Verify Invoice,7,308,Alex Brown,Pending,2023-05-29,,1.5924436359831118
7785,794,Employee Recruitment,HR,Product Design,16,976,Alice Black,Completed,2023-10-01,2023-10-01 16:00:00,1.532685117476943
7786,860,Invoice Processing,HR,Launch Campaign,8,232,John Doe,In Progress,2023-03-22,,0.7876345295127551
7787,383,Invoice Processing,Finance,Testing,15,615,Charlie Doe,Pending,2023-05-05,,4.506684567141519
7788,207,Customer Onboarding,Finance,Verify Invoice,18,1350,John Smith,Completed,2023-10-11,2023-10-11 18:00:00,2.384611239556376
7789,694,Software Development,Sales,Conduct Interviews,12,600,Alex Brown,Pending,2023-01-13,,2.6333051112683528
7790,604,Employee Recruitment,Finance,Coding,5,275,John Green,In Progress,2023-09-28,,1.6596848956968202
7791,579,Software Development,Finance,Launch Campaign,5,425,Jane Doe,In Progress,2023-09-24,,4.601669431059222
7792,537,Invoice Processing,Marketing,Market Research,19,1862,Charlie Brown,In Progress,2023-12-23,,9.977975719424895
7793,680,Employee Recruitment,HR,Requirements Gathering,9,243,Alex Brown,In Progress,2023-03-21,,2.606490324938316
7794,716,Product Launch,Marketing,Requirements Gathering,10,180,Jane Brown,In Progress,2023-02-02,,3.2801870632160237
7795,980,Product Launch,IT,Receive Invoice,8,576,Alex Brown,Pending,2023-08-27,,5.859182825594437
7796,812,Software Development,HR,Requirements Gathering,8,136,Charlie Doe,Completed,2023-08-22,2023-08-22 08:00:00,6.352021031054978
7797,881,Customer Onboarding,IT,Initial Contact,17,1360,Jane Doe,Pending,2023-10-07,,4.609458165889175
7798,698,Software Development,Finance,Initial Contact,16,496,Jane Doe,Completed,2023-06-17,2023-06-17 16:00:00,7.795094431125936
7799,649,Product Launch,Finance,Collect Documents,16,1568,John Green,Completed,2023-01-22,2023-01-22 16:00:00,6.457654870968391
7800,594,Customer Onboarding,IT,Screen Candidates,19,1387,Alex Doe,Completed,2023-07-21,2023-07-21 19:00:00,9.684926968588789
7801,376,Invoice Processing,Marketing,Approve Invoice,15,600,Alice Doe,Completed,2023-01-06,2023-01-06 15:00:00,6.9140963141060094
7802,299,Invoice Processing,HR,Receive Invoice,13,1092,John Brown,Completed,2023-11-18,2023-11-18 13:00:00,9.797931311992611
7803,760,Invoice Processing,Marketing,Job Posting,9,459,John Doe,In Progress,2023-06-19,,9.116249525065603
7804,471,Customer Onboarding,Marketing,Review Documents,17,170,Alice Smith,Pending,2023-04-16,,2.182082114423544
7805,142,Customer Onboarding,Finance,Coding,20,720,Charlie Green,Completed,2023-09-24,2023-09-24 20:00:00,8.489301408542586
7806,799,Customer Onboarding,Marketing,Approve Invoice,8,280,Alice Black,In Progress,2023-08-15,,7.264110485160343
7807,790,Product Launch,HR,Product Design,18,1584,John Doe,In Progress,2023-12-20,,1.019911612674992
7808,675,Customer Onboarding,Marketing,Conduct Interviews,15,615,Charlie White,In Progress,2023-09-14,,9.777204440186464
7809,240,Customer Onboarding,IT,Requirements Gathering,5,450,John White,Pending,2023-02-26,,4.206725443151662
7810,363,Customer Onboarding,IT,Market Research,19,874,Jane Brown,In Progress,2023-10-01,,9.5902436251084
7811,998,Customer Onboarding,Finance,Receive Invoice,8,680,Bob Doe,Pending,2023-10-29,,7.853686376914517
7812,939,Employee Recruitment,Sales,Testing,1,59,Alice White,In Progress,2023-05-20,,3.2751041238243204
7813,694,Employee Recruitment,Sales,Approve Invoice,11,220,Alex Brown,Pending,2023-10-26,,2.3622054764728384
7814,310,Product Launch,Marketing,Approve Invoice,14,308,Bob Doe,Completed,2023-10-20,2023-10-20 14:00:00,4.774834375151038
7815,172,Customer Onboarding,Sales,Coding,12,696,Jane Smith,Pending,2023-05-25,,1.0468402405518409
7816,255,Product Launch,Marketing,Receive Invoice,3,165,John Smith,Pending,2023-01-10,,3.670715779555172
7817,609,Employee Recruitment,Sales,Launch Campaign,17,187,Bob White,Completed,2023-01-05,2023-01-05 17:00:00,1.61166648316598
7818,975,Customer Onboarding,Finance,Job Posting,17,1632,Charlie Black,In Progress,2023-01-22,,8.49483542459361
7819,301,Customer Onboarding,Marketing,Requirements Gathering,6,276,Bob White,In Progress,2023-10-18,,9.63051225310026
7820,325,Product Launch,Sales,Coding,12,636,Alex Doe,Completed,2023-12-30,2023-12-30 12:00:00,9.100495761298138
7821,542,Invoice Processing,Sales,Receive Invoice,10,850,Alice Brown,Pending,2023-01-27,,1.2999778144111251
7822,202,Software Development,IT,Receive Invoice,9,522,John Brown,In Progress,2023-09-17,,8.57616315712868
7823,896,Employee Recruitment,HR,Approve Invoice,3,237,Charlie White,Completed,2023-05-06,2023-05-06 03:00:00,1.652440708768933
7824,698,Employee Recruitment,Sales,Receive Invoice,20,1880,Jane Black,Completed,2023-07-02,2023-07-02 20:00:00,1.0489874862282025
7825,786,Employee Recruitment,HR,Launch Campaign,5,350,Alice Green,In Progress,2023-11-10,,5.179168774807129
7826,409,Employee Recruitment,Sales,Initial Contact,15,480,Alice Black,Pending,2023-10-21,,3.465650493763537
7827,851,Software Development,Marketing,Review Documents,15,1050,Bob Brown,Completed,2023-10-11,2023-10-11 15:00:00,2.268678959969681
7828,280,Employee Recruitment,HR,Collect Documents,11,220,John Green,Pending,2023-12-09,,3.4999198444606803
7829,987,Product Launch,IT,Product Design,7,196,Jane Smith,Completed,2023-01-06,2023-01-06 07:00:00,7.88070689071413
7830,147,Invoice Processing,HR,Approve Invoice,16,1488,Jane Doe,In Progress,2023-02-21,,3.7132985728175623
7831,332,Customer Onboarding,HR,Screen Candidates,14,168,Charlie Green,Completed,2023-05-14,2023-05-14 14:00:00,0.4524477132337712
7832,280,Software Development,Finance,Screen Candidates,17,697,Jane Brown,In Progress,2023-02-01,,0.1019777983839176
7833,30,Customer Onboarding,IT,Review Documents,4,92,Jane Doe,In Progress,2023-10-03,,3.9595035664450817
7834,794,Software Development,Sales,Launch Campaign,3,252,Charlie Brown,In Progress,2023-04-03,,9.491214208601448
7835,411,Product Launch,HR,Initial Contact,1,55,Charlie Smith,In Progress,2023-04-17,,1.614165893920645
7836,384,Invoice Processing,Marketing,Verify Invoice,8,320,Bob Smith,Pending,2023-04-07,,0.0104689132766999
7837,250,Product Launch,Finance,Screen Candidates,3,153,Jane Black,In Progress,2023-12-07,,6.653726560190533
7838,535,Product Launch,Finance,Review Documents,18,972,John Brown,Pending,2023-07-11,,8.412198014027709
7839,128,Invoice Processing,IT,Verify Invoice,8,416,Alice Black,Pending,2023-10-26,,7.799473888427437
7840,702,Software Development,HR,Screen Candidates,7,511,Alice Doe,Completed,2023-10-21,2023-10-21 07:00:00,9.554893265572792
7841,1,Employee Recruitment,Marketing,Conduct Interviews,3,75,Alice Black,Pending,2023-12-14,,0.5606578164387699
7842,560,Product Launch,HR,Conduct Interviews,1,71,Charlie Smith,In Progress,2023-11-03,,9.934534983663193
7843,689,Product Launch,IT,Market Research,5,195,Alex White,Pending,2023-11-11,,5.258721740317083
7844,952,Employee Recruitment,Finance,Conduct Interviews,7,623,Jane Black,In Progress,2023-09-24,,0.1424481819177325
7845,690,Employee Recruitment,Marketing,Testing,1,91,John Brown,Pending,2023-01-06,,8.40395903016036
7846,615,Software Development,Marketing,Launch Campaign,3,105,Jane Green,In Progress,2023-06-28,,0.6792142630439879
7847,6,Software Development,HR,Initial Contact,20,1420,Alex Black,In Progress,2023-05-27,,4.981125134875005
7848,936,Customer Onboarding,IT,Approve Invoice,8,784,Jane Green,Completed,2023-08-11,2023-08-11 08:00:00,8.663521164099205
7849,925,Customer Onboarding,Finance,Launch Campaign,13,1261,John White,In Progress,2023-03-14,,0.7331168998265469
7850,307,Invoice Processing,Marketing,Review Documents,8,320,Charlie Doe,Completed,2023-06-25,2023-06-25 08:00:00,4.815692649636191
7851,400,Employee Recruitment,Marketing,Product Design,15,1140,Alice Brown,Pending,2023-03-26,,9.251412834848823
7852,490,Customer Onboarding,IT,Verify Invoice,6,390,Jane Brown,Pending,2023-09-17,,8.138636008111268
7853,588,Invoice Processing,Finance,Collect Documents,8,184,Bob Brown,In Progress,2023-05-19,,4.874233363486842
7854,21,Software Development,IT,Collect Documents,19,399,Alex White,In Progress,2023-04-02,,0.7552500583090782
7855,213,Software Development,Marketing,Job Posting,18,1638,Bob Smith,Pending,2023-06-21,,0.5405321635440852
7856,636,Product Launch,HR,Market Research,16,1136,Alice Brown,Pending,2023-12-30,,0.3080305106752423
7857,858,Customer Onboarding,HR,Screen Candidates,9,108,Bob White,Pending,2023-02-09,,0.6349114516046872
7858,365,Software Development,IT,Review Documents,4,164,Alice Brown,In Progress,2023-02-15,,5.415881938145834
7859,507,Employee Recruitment,Marketing,Launch Campaign,16,1568,Bob Brown,In Progress,2023-08-05,,7.463450019652738
7860,992,Employee Recruitment,IT,Conduct Interviews,6,306,Charlie Brown,In Progress,2023-06-16,,9.37177379056594
7861,607,Software Development,Sales,Review Documents,4,136,John Doe,Completed,2023-12-20,2023-12-20 04:00:00,6.790490778578638
7862,136,Invoice Processing,Sales,Launch Campaign,12,780,Alex Doe,Pending,2023-01-15,,5.669039718246499
7863,297,Invoice Processing,IT,Verify Invoice,13,364,John Green,Completed,2023-06-14,2023-06-14 13:00:00,9.780893510957045
7864,423,Software Development,Marketing,Coding,14,1372,Charlie Smith,In Progress,2023-10-06,,5.676592898533485
7865,678,Customer Onboarding,Sales,Approve Invoice,18,1062,Charlie Black,Pending,2023-06-23,,8.437629551538604
7866,584,Employee Recruitment,Sales,Launch Campaign,3,198,Jane Black,Completed,2023-06-06,2023-06-06 03:00:00,8.98994598913404
7867,584,Customer Onboarding,Marketing,Job Posting,16,464,Jane Doe,Completed,2023-03-12,2023-03-12 16:00:00,9.259501287344982
7868,133,Customer Onboarding,Marketing,Market Research,15,465,Alice Brown,In Progress,2023-04-14,,3.3804232340638505
7869,959,Employee Recruitment,IT,Screen Candidates,18,1062,Alex Green,In Progress,2023-05-11,,2.8167355447473152
7870,938,Invoice Processing,Marketing,Requirements Gathering,3,63,Charlie Black,In Progress,2023-10-27,,1.5334100220324132
7871,502,Software Development,Marketing,Review Documents,10,240,Charlie White,In Progress,2023-12-15,,5.494717699736151
7872,557,Employee Recruitment,HR,Coding,2,40,Alice Doe,Pending,2023-08-06,,4.56906575366928
7873,793,Invoice Processing,HR,Review Documents,18,1458,Bob Brown,In Progress,2023-07-21,,0.5121619125544108
7874,949,Employee Recruitment,HR,Initial Contact,15,1290,John White,Completed,2023-12-27,2023-12-27 15:00:00,1.3386411406963394
7875,793,Invoice Processing,IT,Collect Documents,20,480,Charlie Smith,In Progress,2023-12-05,,1.446724165108938
7876,728,Customer Onboarding,IT,Product Design,7,476,Charlie Smith,Pending,2023-01-21,,3.2826618854416747
7877,308,Employee Recruitment,HR,Job Posting,2,108,Charlie Green,Completed,2023-06-29,2023-06-29 02:00:00,5.631206017568102
7878,575,Customer Onboarding,IT,Job Posting,14,644,John White,Completed,2023-07-01,2023-07-01 14:00:00,5.408379158058677
7879,763,Invoice Processing,HR,Requirements Gathering,10,540,John Green,Completed,2023-09-20,2023-09-20 10:00:00,1.4860054771880415
7880,732,Software Development,Finance,Receive Invoice,5,390,John Brown,In Progress,2023-10-01,,7.934054993301704
7881,214,Software Development,Sales,Launch Campaign,9,549,Bob Doe,Completed,2023-03-31,2023-03-31 09:00:00,5.158144970474034
7882,304,Customer Onboarding,HR,Collect Documents,8,648,Bob Black,Completed,2023-06-11,2023-06-11 08:00:00,2.77128832362234
7883,217,Employee Recruitment,HR,Conduct Interviews,17,884,Alex Black,Pending,2023-01-20,,7.1420201774699965
7884,259,Employee Recruitment,Sales,Approve Invoice,6,288,Alex Black,In Progress,2023-03-17,,2.2437358820091893
7885,918,Employee Recruitment,IT,Job Posting,4,324,Charlie Black,Completed,2023-12-09,2023-12-09 04:00:00,9.147681617174657
7886,147,Invoice Processing,HR,Initial Contact,18,1098,Bob Doe,Completed,2023-01-22,2023-01-22 18:00:00,0.6427852969755854
7887,298,Employee Recruitment,HR,Job Posting,16,272,Charlie Doe,Pending,2023-06-04,,8.252250144939628
7888,816,Customer Onboarding,Sales,Review Documents,9,405,John Black,In Progress,2023-09-06,,5.788414183719157
7889,132,Product Launch,Finance,Review Documents,8,720,Alice Smith,Pending,2023-05-27,,4.1067830795775615
7890,696,Product Launch,Finance,Receive Invoice,7,84,Alex Brown,In Progress,2023-03-16,,0.4484432437417684
7891,688,Employee Recruitment,HR,Launch Campaign,8,256,Bob White,Pending,2023-10-30,,8.008362317145089
7892,316,Software Development,HR,Review Documents,16,1024,Alice Doe,In Progress,2023-12-27,,7.165572124896284
7893,600,Employee Recruitment,Marketing,Market Research,7,84,Alex Brown,Pending,2023-08-06,,1.3075221179692098
7894,516,Customer Onboarding,HR,Initial Contact,3,150,Jane Brown,Pending,2023-09-16,,5.462362642523813
7895,708,Invoice Processing,IT,Job Posting,4,200,Bob Smith,Pending,2023-03-27,,9.40748088350784
7896,977,Employee Recruitment,Marketing,Product Design,5,425,Bob White,Completed,2023-11-13,2023-11-13 05:00:00,0.5581174138825973
7897,411,Customer Onboarding,Finance,Approve Invoice,15,930,John Smith,In Progress,2023-06-27,,4.039586934175944
7898,367,Employee Recruitment,HR,Product Design,19,1368,Charlie Green,In Progress,2023-01-04,,4.1786290327548015
7899,616,Employee Recruitment,Marketing,Conduct Interviews,8,440,John Doe,Completed,2023-04-12,2023-04-12 08:00:00,8.405768177431458
7900,276,Software Development,Sales,Market Research,17,935,John Doe,Pending,2023-01-09,,7.543077345924567
7901,673,Product Launch,Finance,Receive Invoice,17,884,John Smith,Pending,2023-09-26,,9.528185238107689
7902,20,Employee Recruitment,IT,Coding,2,24,Bob Doe,Pending,2023-06-08,,1.8047517541718197
7903,529,Software Development,Marketing,Market Research,12,468,Alex Smith,Pending,2023-05-18,,8.370911785238523
7904,250,Product Launch,Sales,Conduct Interviews,2,58,Charlie Black,Pending,2023-08-09,,4.561232186303664
7905,959,Employee Recruitment,Marketing,Approve Invoice,1,34,Charlie White,In Progress,2023-03-08,,4.180186706950762
7906,11,Invoice Processing,IT,Requirements Gathering,9,513,Jane White,Pending,2023-01-30,,7.250121790686613
7907,288,Invoice Processing,HR,Launch Campaign,19,950,Bob Smith,In Progress,2023-05-23,,3.969176844363852
7908,678,Invoice Processing,IT,Coding,15,1365,Alex Smith,Pending,2023-12-27,,6.190061226598602
7909,138,Invoice Processing,IT,Review Documents,17,646,Jane Doe,In Progress,2023-06-26,,2.754651416816615
7910,476,Software Development,HR,Product Design,20,1280,Alex Black,In Progress,2023-06-19,,1.771005997194608
7911,18,Invoice Processing,Finance,Job Posting,1,31,Alex Brown,In Progress,2023-09-17,,6.017188464523759
7912,522,Product Launch,IT,Market Research,12,276,Charlie Black,In Progress,2023-12-05,,9.54847581589261
7913,391,Product Launch,Sales,Review Documents,12,1068,Charlie Green,Completed,2023-02-17,2023-02-17 12:00:00,8.410839342655477
7914,957,Employee Recruitment,Marketing,Screen Candidates,16,160,Jane Smith,Pending,2023-08-09,,8.495639441106286
7915,705,Product Launch,Marketing,Receive Invoice,6,414,Bob Black,Pending,2023-01-01,,5.835806313630613
7916,585,Customer Onboarding,Finance,Review Documents,17,799,Alex Brown,Completed,2023-11-23,2023-11-23 17:00:00,8.71527502913239
7917,243,Product Launch,IT,Launch Campaign,7,98,Bob Green,In Progress,2023-10-21,,5.168174838889286
7918,846,Invoice Processing,Marketing,Collect Documents,10,260,Charlie Smith,In Progress,2023-09-11,,8.241375712857527
7919,830,Customer Onboarding,Finance,Testing,1,74,Alex Green,Completed,2023-06-17,2023-06-17 01:00:00,9.787009952313523
7920,902,Software Development,HR,Launch Campaign,3,237,Charlie Black,In Progress,2023-01-30,,3.079299749716151
7921,911,Customer Onboarding,IT,Launch Campaign,7,294,Alice Black,Pending,2023-12-13,,6.4065575100742445
7922,442,Customer Onboarding,HR,Approve Invoice,3,138,Bob Green,Completed,2023-05-15,2023-05-15 03:00:00,8.41343168321439
7923,159,Invoice Processing,Finance,Collect Documents,3,93,Charlie Brown,Completed,2023-02-11,2023-02-11 03:00:00,3.5446914714747937
7924,151,Invoice Processing,Marketing,Approve Invoice,9,369,Alex Green,In Progress,2023-02-14,,4.767018522696907
7925,885,Employee Recruitment,IT,Verify Invoice,14,616,Charlie Green,In Progress,2023-12-24,,6.144313331721269
7926,891,Product Launch,Marketing,Job Posting,20,1660,Bob Black,Completed,2023-01-24,2023-01-24 20:00:00,8.32232150531739
7927,35,Customer Onboarding,Sales,Conduct Interviews,8,656,Alice Doe,In Progress,2023-08-30,,4.731387516145052
7928,402,Customer Onboarding,IT,Testing,6,120,Bob Brown,In Progress,2023-12-19,,0.8255023190918187
7929,65,Invoice Processing,Marketing,Testing,5,415,Charlie Green,In Progress,2023-10-19,,9.96240374676559
7930,876,Software Development,Sales,Coding,10,880,Jane Brown,Pending,2023-09-11,,6.0026631474633065
7931,670,Software Development,Finance,Screen Candidates,14,756,Alex Black,Completed,2023-11-01,2023-11-01 14:00:00,6.5894561245245225
7932,120,Employee Recruitment,Marketing,Market Research,20,1560,Alice Green,Pending,2023-01-21,,5.793972762653967
7933,816,Customer Onboarding,Sales,Approve Invoice,14,952,Charlie Doe,Completed,2023-06-17,2023-06-17 14:00:00,4.575031990246287
7934,67,Employee Recruitment,Sales,Market Research,10,1000,Bob Doe,Pending,2023-10-31,,3.804734139190491
7935,33,Software Development,Finance,Market Research,17,884,Charlie Green,Completed,2023-02-16,2023-02-16 17:00:00,7.061655385001408
7936,506,Employee Recruitment,Sales,Requirements Gathering,18,756,Alex Brown,In Progress,2023-05-22,,7.084079443778544
7937,18,Software Development,HR,Initial Contact,20,1360,Jane Green,Pending,2023-08-25,,9.18573228890352
7938,495,Invoice Processing,Sales,Launch Campaign,19,247,Bob Brown,Completed,2023-12-19,2023-12-19 19:00:00,1.700529582773087
7939,674,Product Launch,Marketing,Approve Invoice,20,320,Bob Smith,Pending,2023-12-04,,5.661911993839917
7940,491,Software Development,HR,Product Design,20,1340,Bob Smith,Pending,2023-07-11,,3.046481006404594
7941,699,Employee Recruitment,IT,Collect Documents,19,1140,Alice Black,Pending,2023-08-22,,6.591112294434557
7942,195,Product Launch,HR,Requirements Gathering,20,420,John Doe,In Progress,2023-09-26,,8.306848665371215
7943,399,Product Launch,Finance,Testing,5,185,Charlie Green,In Progress,2023-10-25,,3.548142913651344
7944,743,Software Development,HR,Approve Invoice,10,990,Bob Black,Completed,2023-02-22,2023-02-22 10:00:00,0.6094199250833265
7945,948,Customer Onboarding,Sales,Verify Invoice,20,1500,Alice Brown,Completed,2023-08-06,2023-08-06 20:00:00,2.353467090406009
7946,371,Customer Onboarding,Marketing,Launch Campaign,10,780,Alice Black,Completed,2023-12-30,2023-12-30 10:00:00,3.7957431472464074
7947,602,Customer Onboarding,Marketing,Launch Campaign,14,182,Alex Brown,In Progress,2023-02-06,,7.401859009708728
7948,678,Product Launch,Finance,Coding,10,400,Bob Brown,In Progress,2023-12-07,,4.8863035517278295
7949,743,Invoice Processing,HR,Approve Invoice,19,1254,John Green,Completed,2023-03-13,2023-03-13 19:00:00,7.099826347750391
7950,405,Invoice Processing,Finance,Verify Invoice,12,372,Bob Doe,Pending,2023-07-24,,0.1486934969959985
7951,924,Employee Recruitment,Finance,Conduct Interviews,8,328,Alex Green,In Progress,2023-12-25,,9.345938655007505
7952,297,Software Development,HR,Launch Campaign,8,792,Jane Smith,In Progress,2023-10-20,,6.182730472629761
7953,105,Product Launch,HR,Testing,15,1380,Alex Brown,Pending,2023-07-24,,8.732891225617074
7954,703,Software Development,Finance,Coding,17,510,Bob Doe,Pending,2023-07-14,,3.2321497606076965
7955,376,Product Launch,HR,Coding,11,440,John Smith,Pending,2023-06-08,,4.854569998833397
7956,54,Product Launch,Finance,Collect Documents,15,1170,Charlie Black,In Progress,2023-03-24,,3.372335768150103
7957,155,Employee Recruitment,Sales,Initial Contact,12,696,Jane Smith,Completed,2023-09-10,2023-09-10 12:00:00,5.823358170762361
7958,448,Product Launch,HR,Initial Contact,9,729,Alice Green,Completed,2023-03-15,2023-03-15 09:00:00,4.982221026640471
