Process_ID,Process_Name,Department,Task_Name,Duration_Hours,Cost_USD,Responsible,Status,Start_Date,End_Date,Error_Rate
734,Software Development,IT,Verify Invoice,19,912,John Smith,Pending,2023-07-08,,8.254949538206267
344,Product Launch,Finance,Initial Contact,10,830,Alice Doe,In Progress,2023-07-26,,7.0215394635780175
243,Customer Onboarding,HR,Requirements Gathering,12,804,Jane Doe,In Progress,2023-02-23,,5.739119786282412
884,Product Launch,IT,Testing,15,645,Charlie Brown,Pending,2023-07-27,,6.494028739928307
718,Invoice Processing,Finance,Initial Contact,12,1008,John Smith,Completed,2023-08-21,2023-08-21 12:00:00,4.882104833292635
268,Customer Onboarding,Marketing,Testing,9,630,Bob White,Completed,2023-02-04,2023-02-04 09:00:00,3.370903957509306
958,Employee Recruitment,Sales,Review Documents,17,221,John Brown,In Progress,2023-09-18,,5.358864806959033
920,Software Development,Finance,Coding,20,1620,Alice White,In Progress,2023-08-12,,4.692350534776367
241,Product Launch,Marketing,Launch Campaign,19,1596,Jane Black,In Progress,2023-09-02,,5.540342932294066
147,Employee Recruitment,IT,Screen Candidates,2,148,Jane Brown,Pending,2023-03-01,,8.199029646364695
503,Customer Onboarding,Sales,Verify Invoice,16,1264,Jane Green,In Progress,2023-10-01,,3.7967564173258306
775,Product Launch,IT,Receive Invoice,4,272,Jane Smith,Pending,2023-05-04,,3.1656469238176257
463,Customer Onboarding,IT,Job Posting,16,176,John Brown,Completed,2023-01-20,2023-01-20 16:00:00,6.1111588232198075
832,Product Launch,IT,Verify Invoice,2,28,Alex Black,Completed,2023-10-02,2023-10-02 02:00:00,1.6621733125368232
469,Customer Onboarding,Finance,Receive Invoice,3,156,Alex White,Pending,2023-10-07,,7.566358776612958
172,Product Launch,IT,Coding,14,1176,John White,Pending,2023-09-25,,7.217656580641463
845,Customer Onboarding,HR,Screen Candidates,12,564,Charlie Doe,Pending,2023-08-31,,9.7990790165331
846,Product Launch,Finance,Collect Documents,19,1862,Alex Black,Pending,2023-03-22,,3.474211847724844
711,Product Launch,IT,Market Research,12,660,Alex Brown,Completed,2023-09-02,2023-09-02 12:00:00,4.8346973410851435
279,Customer Onboarding,IT,Verify Invoice,15,1230,Charlie Doe,Completed,2023-08-20,2023-08-20 15:00:00,5.08463317328702
449,Employee Recruitment,Marketing,Job Posting,9,378,Bob Black,Completed,2023-11-16,2023-11-16 09:00:00,1.3021986497955618
589,Customer Onboarding,IT,Market Research,4,212,Alice Black,Completed,2023-06-23,2023-06-23 04:00:00,8.92414973858822
133,Customer Onboarding,Marketing,Verify Invoice,3,186,Alex Green,In Progress,2023-11-07,,6.691389701023854
102,Employee Recruitment,IT,Job Posting,20,1060,Charlie Green,Pending,2023-04-04,,8.995517236949267
872,Invoice Processing,Finance,Screen Candidates,7,525,Alex White,Completed,2023-03-17,2023-03-17 07:00:00,5.909880531948165
87,Invoice Processing,Marketing,Requirements Gathering,18,882,Bob Doe,In Progress,2023-10-26,,6.726259039234591
23,Customer Onboarding,IT,Verify Invoice,3,39,Bob Green,Completed,2023-03-11,2023-03-11 03:00:00,6.444601047327684
151,Employee Recruitment,IT,Market Research,20,1640,Jane Smith,Pending,2023-02-26,,7.727087411023721
773,Software Development,Marketing,Requirements Gathering,3,279,Bob Doe,In Progress,2023-05-25,,5.629159524098614
195,Invoice Processing,Sales,Product Design,5,275,John Doe,Completed,2023-01-08,2023-01-08 05:00:00,2.3150454676550227
307,Employee Recruitment,HR,Screen Candidates,2,38,Bob Brown,In Progress,2023-03-17,,1.6824618367785416
293,Invoice Processing,HR,Conduct Interviews,3,261,John Doe,In Progress,2023-05-31,,4.779966492533248
261,Employee Recruitment,Finance,Screen Candidates,9,729,Alice Black,In Progress,2023-09-07,,6.687982994644035
993,Customer Onboarding,Sales,Review Documents,8,776,Alex Doe,Completed,2023-11-23,2023-11-23 08:00:00,7.940806650048601
418,Invoice Processing,HR,Launch Campaign,16,1072,Bob Smith,Pending,2023-10-14,,2.218777256897967
292,Invoice Processing,Marketing,Verify Invoice,17,748,John Brown,Pending,2023-03-09,,1.349737289802616
40,Invoice Processing,Finance,Coding,10,860,Jane White,Pending,2023-05-22,,3.2129265204023816
532,Invoice Processing,Finance,Collect Documents,3,66,Charlie Smith,In Progress,2023-02-21,,9.206530480223178
277,Customer Onboarding,HR,Requirements Gathering,16,1200,Charlie White,Pending,2023-12-17,,1.0019582578253627
619,Invoice Processing,Marketing,Initial Contact,1,58,Alex Smith,In Progress,2023-01-16,,7.481576286034236
291,Employee Recruitment,IT,Coding,20,1540,Alice Brown,Pending,2023-11-06,,1.2544120771606948
244,Software Development,Marketing,Conduct Interviews,6,336,Alex Brown,Pending,2023-10-28,,4.509311255553471
227,Employee Recruitment,IT,Approve Invoice,13,455,Charlie Black,Completed,2023-04-04,2023-04-04 13:00:00,9.778510212883038
171,Employee Recruitment,Sales,Requirements Gathering,17,255,Alice Green,In Progress,2023-05-09,,1.568885440658614
518,Employee Recruitment,HR,Product Design,18,1656,Alice Black,Pending,2023-08-21,,5.926306000928201
808,Product Launch,HR,Screen Candidates,15,240,Jane Doe,Pending,2023-09-11,,6.175047602431496
249,Customer Onboarding,Marketing,Conduct Interviews,10,350,Alice Brown,Completed,2023-09-24,2023-09-24 10:00:00,1.2729514204390169
438,Product Launch,Finance,Product Design,14,1400,Charlie Brown,In Progress,2023-07-24,,5.904521762025469
742,Invoice Processing,Marketing,Market Research,5,445,Alice Green,Completed,2023-02-01,2023-02-01 05:00:00,6.973958455777561
896,Invoice Processing,Marketing,Review Documents,5,100,Alice Brown,Completed,2023-05-20,2023-05-20 05:00:00,6.804110395614793
508,Employee Recruitment,Marketing,Review Documents,2,80,Jane Doe,Pending,2023-08-18,,3.1310209996805947
254,Employee Recruitment,Marketing,Collect Documents,5,85,Charlie White,Completed,2023-07-27,2023-07-27 05:00:00,5.722823325873588
326,Customer Onboarding,Finance,Requirements Gathering,16,1472,Alice Green,In Progress,2023-06-13,,9.35478770428587
542,Employee Recruitment,Sales,Launch Campaign,17,323,Charlie Green,In Progress,2023-07-10,,4.700359940213832
543,Employee Recruitment,Finance,Job Posting,4,168,Charlie Doe,Pending,2023-05-28,,1.7336949428330584
362,Software Development,Sales,Screen Candidates,2,174,Charlie Smith,In Progress,2023-09-27,,8.612444181187115
958,Employee Recruitment,Sales,Verify Invoice,7,224,Jane White,Pending,2023-12-17,,2.060139934571563
42,Invoice Processing,Sales,Approve Invoice,10,850,Alex White,In Progress,2023-06-24,,3.593869626705908
344,Employee Recruitment,HR,Coding,3,300,Charlie White,Pending,2023-12-01,,4.926800096968761
172,Employee Recruitment,HR,Collect Documents,1,13,Jane Smith,Pending,2023-02-20,,4.505338296241187
764,Employee Recruitment,Finance,Product Design,12,1104,Charlie Brown,Completed,2023-03-08,2023-03-08 12:00:00,8.92182506447553
569,Software Development,Finance,Testing,7,224,Jane White,Completed,2023-04-17,2023-04-17 07:00:00,7.7127722620675545
235,Invoice Processing,Finance,Verify Invoice,2,172,Bob Smith,Completed,2023-01-24,2023-01-24 02:00:00,6.56835866738041
411,Invoice Processing,Sales,Review Documents,19,608,Charlie Black,Pending,2023-10-05,,1.096752988940305
566,Employee Recruitment,HR,Approve Invoice,5,500,Bob Smith,In Progress,2023-10-02,,2.4665455874691853
700,Product Launch,IT,Testing,13,949,John Doe,In Progress,2023-06-17,,3.5636898987749968
44,Customer Onboarding,HR,Receive Invoice,19,323,Alice Black,Pending,2023-08-08,,5.640770746447484
850,Employee Recruitment,IT,Coding,6,282,Alice Smith,In Progress,2023-07-13,,9.41861126492882
223,Invoice Processing,HR,Receive Invoice,18,1494,Charlie Smith,In Progress,2023-03-18,,9.314975794645106
339,Invoice Processing,Marketing,Initial Contact,6,420,Bob Green,Pending,2023-11-04,,3.9005301544943727
411,Invoice Processing,Finance,Screen Candidates,2,100,Alex Smith,Completed,2023-02-19,2023-02-19 02:00:00,4.960211439719613
822,Employee Recruitment,Finance,Verify Invoice,8,608,Charlie Brown,Pending,2023-11-20,,3.2193046389254674
355,Software Development,Sales,Testing,20,820,Charlie White,Pending,2023-05-17,,3.2371658316578333
988,Software Development,Sales,Market Research,13,702,Charlie Green,In Progress,2023-01-19,,5.1996067741657
399,Invoice Processing,HR,Requirements Gathering,10,270,Bob Black,Completed,2023-06-30,2023-06-30 10:00:00,3.574241231404771
244,Invoice Processing,Marketing,Job Posting,9,846,Jane Smith,Pending,2023-10-04,,7.0737914717402886
500,Invoice Processing,HR,Launch Campaign,12,996,Charlie Doe,Pending,2023-02-22,,5.3148710518405915
989,Customer Onboarding,HR,Launch Campaign,11,847,Alex Black,Pending,2023-09-16,,2.5327158098292157
317,Employee Recruitment,Marketing,Initial Contact,14,1176,Bob Smith,Completed,2023-06-22,2023-06-22 14:00:00,8.894611890389667
9,Software Development,Marketing,Conduct Interviews,4,72,Charlie Green,Completed,2023-09-29,2023-09-29 04:00:00,2.9490829838565844
484,Invoice Processing,Sales,Approve Invoice,7,546,Alice Green,In Progress,2023-09-26,,6.779651196828565
555,Software Development,Marketing,Coding,19,779,Alex White,In Progress,2023-11-27,,3.6803434746975117
446,Invoice Processing,HR,Review Documents,12,756,Charlie Smith,Pending,2023-02-05,,3.8372220929171483
503,Software Development,HR,Testing,15,675,Bob Brown,In Progress,2023-09-27,,3.8208769704286905
374,Customer Onboarding,HR,Conduct Interviews,3,147,Alice Doe,Completed,2023-04-04,2023-04-04 03:00:00,5.377730069711674
507,Customer Onboarding,Marketing,Product Design,19,1140,Bob Green,In Progress,2023-11-27,,1.2739955745646736
247,Customer Onboarding,Finance,Product Design,5,145,Jane White,In Progress,2023-03-25,,7.207267096818119
532,Employee Recruitment,Marketing,Market Research,20,1020,Alice Doe,In Progress,2023-10-20,,9.234655407099451
122,Customer Onboarding,Marketing,Job Posting,10,590,Bob Doe,Completed,2023-08-04,2023-08-04 10:00:00,0.9062975548205043
873,Invoice Processing,Marketing,Verify Invoice,6,480,John Doe,Pending,2023-09-26,,2.7520224006185767
839,Product Launch,Sales,Verify Invoice,12,660,Alex Doe,Completed,2023-12-03,2023-12-03 12:00:00,9.730096807285594
797,Software Development,HR,Screen Candidates,17,1598,Jane White,Pending,2023-11-07,,9.787892715489406
7,Software Development,Marketing,Approve Invoice,3,174,John White,In Progress,2023-01-02,,3.5121829569706042
836,Product Launch,Marketing,Market Research,16,960,Charlie Smith,In Progress,2023-03-29,,2.3554398356633497
103,Product Launch,Sales,Conduct Interviews,5,145,Alice White,In Progress,2023-09-22,,8.241703556634217
379,Product Launch,IT,Conduct Interviews,11,484,Jane Black,Pending,2023-11-22,,1.762851005600754
221,Invoice Processing,Finance,Coding,14,322,Jane Doe,Pending,2023-12-22,,4.042992126266835
310,Employee Recruitment,IT,Testing,5,455,Jane Green,In Progress,2023-08-30,,1.795990654307853
141,Employee Recruitment,HR,Testing,8,728,Jane White,Completed,2023-05-10,2023-05-10 08:00:00,0.25994054136813327
877,Invoice Processing,HR,Initial Contact,18,1710,John White,Pending,2023-09-09,,8.549323471755267
406,Invoice Processing,Sales,Testing,11,726,Bob Smith,Pending,2023-08-30,,5.802958201529298
872,Employee Recruitment,Sales,Job Posting,10,390,Alex Smith,Completed,2023-03-23,2023-03-23 10:00:00,7.382878735502516
996,Customer Onboarding,Marketing,Product Design,9,765,Bob Green,Pending,2023-10-08,,2.686752436461216
638,Software Development,HR,Conduct Interviews,9,810,Charlie White,In Progress,2023-10-27,,3.7751048251324484
547,Software Development,Finance,Verify Invoice,14,840,Alex Black,Pending,2023-04-21,,9.334452376746615
501,Customer Onboarding,Finance,Collect Documents,15,1440,Alice White,Completed,2023-03-10,2023-03-10 15:00:00,6.461920143768651
608,Software Development,Sales,Screen Candidates,3,288,Alice White,Completed,2023-07-20,2023-07-20 03:00:00,3.0092071385918437
195,Employee Recruitment,IT,Approve Invoice,1,43,Alice Green,Completed,2023-11-15,2023-11-15 01:00:00,2.525318824689018
482,Software Development,Marketing,Verify Invoice,2,166,Jane Black,Pending,2023-08-28,,0.9354826498079238
287,Product Launch,HR,Collect Documents,19,1615,Bob Smith,Completed,2023-02-06,2023-02-06 19:00:00,8.286916918026431
243,Software Development,Sales,Product Design,13,1300,Bob Black,Completed,2023-08-11,2023-08-11 13:00:00,9.858672874671338
929,Invoice Processing,Sales,Launch Campaign,13,936,Alex Smith,In Progress,2023-11-12,,5.747763393494343
143,Customer Onboarding,IT,Verify Invoice,16,448,Bob Black,Completed,2023-03-10,2023-03-10 16:00:00,4.0558422741213995
795,Product Launch,HR,Product Design,6,480,Alice Brown,In Progress,2023-12-21,,6.709302503185462
492,Product Launch,Sales,Receive Invoice,5,465,Jane Brown,Pending,2023-01-27,,7.8095837531541665
185,Product Launch,IT,Testing,19,247,Charlie Green,In Progress,2023-09-25,,5.5043565791858695
775,Employee Recruitment,Sales,Screen Candidates,19,1197,Bob Smith,Completed,2023-02-17,2023-02-17 19:00:00,9.773209019878076
1000,Software Development,IT,Screen Candidates,6,216,John Black,Pending,2023-09-02,,8.602014172815002
989,Product Launch,Marketing,Screen Candidates,13,1118,Alex White,Completed,2023-11-17,2023-11-17 13:00:00,4.910615654093728
482,Customer Onboarding,IT,Testing,11,297,Alice Brown,Pending,2023-10-15,,9.48082605524074
51,Invoice Processing,HR,Screen Candidates,2,70,Alex Brown,Pending,2023-07-15,,4.705230835017184
952,Software Development,Finance,Market Research,10,100,Alex Smith,Completed,2023-07-14,2023-07-14 10:00:00,3.503843235842654
309,Invoice Processing,Finance,Verify Invoice,3,156,Alice Green,In Progress,2023-08-16,,9.203092941162547
573,Software Development,Sales,Testing,5,395,Alice Smith,Pending,2023-05-27,,8.11222013567616
580,Employee Recruitment,HR,Coding,9,216,John Doe,Pending,2023-01-22,,1.2153339045543599
390,Invoice Processing,Marketing,Collect Documents,15,195,Alex Smith,In Progress,2023-01-25,,1.070593137048741
855,Product Launch,IT,Product Design,2,20,John Green,Pending,2023-03-29,,8.737783656152992
323,Customer Onboarding,Sales,Receive Invoice,17,425,Bob Green,In Progress,2023-12-19,,1.8648494734086196
35,Customer Onboarding,HR,Product Design,4,380,Jane Black,Completed,2023-07-08,2023-07-08 04:00:00,1.3276650723303507
52,Invoice Processing,Sales,Initial Contact,7,196,Alex Doe,Completed,2023-06-21,2023-06-21 07:00:00,6.577907293712735
360,Invoice Processing,HR,Requirements Gathering,12,396,Charlie Doe,Completed,2023-08-13,2023-08-13 12:00:00,9.117082292509137
814,Invoice Processing,Marketing,Requirements Gathering,3,135,Alex White,Pending,2023-10-29,,5.912940140070823
462,Product Launch,Finance,Coding,12,996,Alice White,Completed,2023-05-10,2023-05-10 12:00:00,3.1454186177959995
659,Employee Recruitment,HR,Testing,16,1136,Charlie Smith,Completed,2023-07-24,2023-07-24 16:00:00,5.338955369611793
799,Software Development,HR,Job Posting,16,688,Alex Brown,Completed,2023-05-17,2023-05-17 16:00:00,6.9208290716624035
775,Customer Onboarding,HR,Testing,13,1209,Alice Brown,Completed,2023-03-22,2023-03-22 13:00:00,3.613254695600708
997,Customer Onboarding,IT,Initial Contact,3,243,Jane Smith,Completed,2023-10-21,2023-10-21 03:00:00,5.617122549367529
54,Employee Recruitment,Finance,Review Documents,16,1456,John White,In Progress,2023-11-28,,6.140189069321655
31,Product Launch,Marketing,Review Documents,8,504,Bob Doe,In Progress,2023-04-29,,3.982348199017686
732,Software Development,Sales,Market Research,19,1577,Charlie Doe,Pending,2023-08-29,,0.16863281014868892
963,Software Development,Sales,Launch Campaign,8,296,Alex Black,Completed,2023-09-04,2023-09-04 08:00:00,9.929352525369564
946,Product Launch,IT,Verify Invoice,3,180,Bob Smith,Completed,2023-05-20,2023-05-20 03:00:00,1.9729666671897728
886,Employee Recruitment,HR,Coding,13,195,Alex White,In Progress,2023-05-24,,3.41739794311682
170,Invoice Processing,HR,Coding,12,384,Alice Smith,Pending,2023-10-04,,3.98495126305366
658,Employee Recruitment,Marketing,Launch Campaign,16,400,Alice Doe,Completed,2023-10-21,2023-10-21 16:00:00,2.2191560522745304
770,Product Launch,HR,Job Posting,1,31,Bob Smith,Completed,2023-09-08,2023-09-08 01:00:00,4.756283727918559
21,Software Development,HR,Screen Candidates,17,1581,Charlie Black,Pending,2023-07-03,,8.633681813846941
809,Customer Onboarding,HR,Testing,17,1071,Charlie White,In Progress,2023-01-01,,7.7480996361364625
262,Product Launch,Marketing,Coding,10,890,Charlie Smith,Completed,2023-06-09,2023-06-09 10:00:00,0.249653816088361
284,Customer Onboarding,IT,Market Research,1,17,Jane Brown,In Progress,2023-01-13,,2.160499997670332
652,Employee Recruitment,IT,Collect Documents,10,240,Jane Brown,Completed,2023-10-05,2023-10-05 10:00:00,1.1367556279970892
862,Product Launch,HR,Initial Contact,4,108,Jane Doe,Pending,2023-06-14,,9.374097525477712
482,Invoice Processing,HR,Job Posting,18,684,Alex Doe,Pending,2023-12-08,,4.320346309314942
842,Software Development,Finance,Launch Campaign,13,923,Bob Doe,In Progress,2023-08-14,,6.73174738394458
657,Product Launch,HR,Screen Candidates,6,378,Alex Green,Pending,2023-09-02,,1.3721511301057498
492,Product Launch,IT,Conduct Interviews,5,370,John Doe,Pending,2023-09-22,,9.161761964795764
825,Employee Recruitment,HR,Review Documents,2,66,Charlie Brown,Completed,2023-02-23,2023-02-23 02:00:00,1.2225472722602004
203,Product Launch,HR,Screen Candidates,7,252,Alex Smith,Completed,2023-12-16,2023-12-16 07:00:00,6.412607007200636
210,Customer Onboarding,Sales,Requirements Gathering,7,301,Alex Doe,In Progress,2023-11-17,,8.127394019827625
312,Employee Recruitment,Finance,Product Design,19,475,Jane Doe,Pending,2023-07-06,,5.361963114671421
950,Product Launch,HR,Coding,8,648,Jane Doe,Pending,2023-06-21,,3.0327440959133254
926,Employee Recruitment,IT,Product Design,17,986,Alice Black,In Progress,2023-07-02,,3.177944536575046
17,Software Development,Finance,Conduct Interviews,20,1500,Alex Black,Pending,2023-05-25,,4.1362831876106965
585,Software Development,HR,Conduct Interviews,7,273,Alex Brown,In Progress,2023-04-08,,5.437844273497028
780,Product Launch,IT,Job Posting,9,603,Jane Smith,Completed,2023-06-18,2023-06-18 09:00:00,8.246476062824879
98,Invoice Processing,Marketing,Approve Invoice,3,150,Bob Doe,Pending,2023-08-10,,9.382854442186602
921,Product Launch,IT,Product Design,5,390,Charlie Smith,Completed,2023-12-23,2023-12-23 05:00:00,7.272743585704397
322,Software Development,IT,Initial Contact,3,213,Charlie White,Completed,2023-07-29,2023-07-29 03:00:00,1.9866027531359376
604,Software Development,Marketing,Review Documents,16,1344,Jane Black,Pending,2023-04-15,,4.776494542521038
225,Customer Onboarding,Marketing,Verify Invoice,15,630,Bob White,Pending,2023-07-24,,5.673658877219269
509,Invoice Processing,IT,Collect Documents,7,161,Bob Brown,Pending,2023-03-06,,5.526816155721321
754,Invoice Processing,IT,Initial Contact,2,188,Jane Smith,Pending,2023-03-28,,6.9636655138360695
855,Customer Onboarding,Finance,Product Design,2,30,Bob Green,In Progress,2023-05-23,,9.998058433159613
961,Invoice Processing,HR,Verify Invoice,15,240,Bob White,In Progress,2023-04-03,,0.5779144774554423
974,Customer Onboarding,Finance,Receive Invoice,4,152,John Brown,Completed,2023-07-22,2023-07-22 04:00:00,9.252643241019188
77,Customer Onboarding,Marketing,Product Design,11,814,Bob Black,Pending,2023-05-27,,1.532013158845772
884,Employee Recruitment,IT,Approve Invoice,8,440,Jane Green,Completed,2023-07-22,2023-07-22 08:00:00,6.001802083188138
38,Employee Recruitment,Sales,Approve Invoice,4,332,Charlie Doe,Pending,2023-07-02,,2.6452032935873024
380,Customer Onboarding,Finance,Conduct Interviews,19,1178,Alex Doe,Pending,2023-05-30,,9.125185263828328
521,Invoice Processing,Finance,Testing,7,651,Jane Brown,Completed,2023-03-14,2023-03-14 07:00:00,6.018492569242601
151,Customer Onboarding,IT,Coding,8,176,Alice Doe,In Progress,2023-04-28,,8.65858927272304
812,Invoice Processing,Marketing,Collect Documents,20,1860,Jane Green,Pending,2023-12-07,,3.3642558135843172
925,Invoice Processing,IT,Conduct Interviews,2,56,Alice Doe,Pending,2023-06-07,,1.4447834319226005
87,Customer Onboarding,HR,Review Documents,19,684,Charlie Black,Pending,2023-11-12,,6.964559366916317
682,Product Launch,Sales,Coding,6,186,Charlie Green,In Progress,2023-06-20,,4.3412850427900445
494,Product Launch,Sales,Coding,9,108,Charlie Doe,In Progress,2023-12-14,,0.04795034794269015
82,Invoice Processing,Finance,Review Documents,2,58,Bob White,Pending,2023-05-27,,6.684822289720552
374,Invoice Processing,Marketing,Collect Documents,5,375,Jane Green,Pending,2023-05-05,,4.049738634446912
754,Employee Recruitment,Marketing,Approve Invoice,15,1455,Alice Doe,In Progress,2023-07-25,,2.753160565209453
964,Customer Onboarding,Sales,Initial Contact,11,1012,Bob Smith,Completed,2023-09-23,2023-09-23 11:00:00,8.478072270187363
255,Customer Onboarding,Marketing,Market Research,18,432,Charlie Doe,Completed,2023-10-01,2023-10-01 18:00:00,6.747834410338223
404,Employee Recruitment,HR,Conduct Interviews,15,375,Charlie Black,In Progress,2023-06-04,,8.472642656066876
463,Invoice Processing,Sales,Initial Contact,14,1288,Alice Green,In Progress,2023-08-01,,7.274002486859812
429,Software Development,Marketing,Initial Contact,19,1653,Charlie Black,Completed,2023-10-04,2023-10-04 19:00:00,0.9863492632116422
10,Customer Onboarding,HR,Verify Invoice,2,38,Bob Doe,Pending,2023-02-27,,5.577751003132304
119,Software Development,IT,Conduct Interviews,10,950,Alex Doe,In Progress,2023-10-10,,8.166087553248643
351,Software Development,Finance,Requirements Gathering,7,350,Bob Green,Completed,2023-07-18,2023-07-18 07:00:00,8.918239764530101
144,Invoice Processing,IT,Testing,13,715,Charlie Doe,Pending,2023-11-09,,6.108084887070781
656,Customer Onboarding,Finance,Job Posting,12,756,Bob Smith,Completed,2023-08-08,2023-08-08 12:00:00,9.813720886092748
772,Invoice Processing,HR,Verify Invoice,7,133,Alice Smith,Pending,2023-10-12,,7.489927936531128
17,Invoice Processing,Marketing,Screen Candidates,2,26,Bob Smith,In Progress,2023-07-19,,5.284251345589615
670,Product Launch,Sales,Coding,11,539,Charlie Smith,In Progress,2023-10-25,,3.5252260268303792
444,Software Development,Finance,Collect Documents,7,245,Bob Smith,Completed,2023-04-17,2023-04-17 07:00:00,2.9036144131525754
143,Product Launch,Finance,Approve Invoice,16,320,Alex Black,Completed,2023-12-24,2023-12-24 16:00:00,2.253101777862334
463,Product Launch,Finance,Market Research,12,936,Alice White,Completed,2023-07-16,2023-07-16 12:00:00,2.259432748029222
281,Software Development,IT,Requirements Gathering,13,182,Charlie Brown,In Progress,2023-04-26,,7.059684457901005
605,Invoice Processing,Finance,Job Posting,5,315,Alice Doe,Pending,2023-09-09,,6.855659521138189
345,Software Development,IT,Requirements Gathering,11,627,John Smith,In Progress,2023-01-30,,2.6348293310015656
390,Product Launch,IT,Receive Invoice,1,31,Jane Brown,Pending,2023-02-13,,3.772011853364643
476,Employee Recruitment,Sales,Verify Invoice,18,1350,Charlie Brown,Pending,2023-04-28,,2.6973991908979436
241,Employee Recruitment,Finance,Approve Invoice,1,28,Bob Brown,Completed,2023-11-14,2023-11-14 01:00:00,7.116200800350265
124,Invoice Processing,Finance,Job Posting,12,540,Jane Green,Pending,2023-02-28,,2.8143732650609965
108,Invoice Processing,IT,Product Design,9,729,Jane White,Completed,2023-01-19,2023-01-19 09:00:00,0.1047118089127419
274,Software Development,IT,Receive Invoice,17,238,Jane White,Completed,2023-08-27,2023-08-27 17:00:00,8.045567683140902
358,Customer Onboarding,Marketing,Initial Contact,9,180,John Black,In Progress,2023-06-30,,8.212536194890289
313,Software Development,HR,Launch Campaign,20,1040,Charlie Brown,In Progress,2023-11-27,,0.07232766338569507
37,Product Launch,Sales,Launch Campaign,18,612,Jane Doe,In Progress,2023-09-16,,5.42692809845097
943,Invoice Processing,Finance,Job Posting,20,980,Alice Doe,Completed,2023-09-04,2023-09-04 20:00:00,9.352990891289046
992,Software Development,IT,Product Design,8,784,Bob Brown,In Progress,2023-10-13,,4.820204944971481
749,Employee Recruitment,Finance,Coding,12,228,Alex White,In Progress,2023-07-18,,3.3955370609969817
995,Invoice Processing,Sales,Job Posting,2,164,Bob White,Completed,2023-06-23,2023-06-23 02:00:00,7.617899450358959
841,Customer Onboarding,Marketing,Verify Invoice,18,1548,Charlie Brown,In Progress,2023-10-13,,0.6194799462926603
703,Software Development,IT,Launch Campaign,5,225,Alex Green,Completed,2023-07-26,2023-07-26 05:00:00,9.396871345879918
605,Software Development,Sales,Collect Documents,6,528,Alex Smith,Completed,2023-01-17,2023-01-17 06:00:00,5.340377780546697
371,Software Development,Sales,Approve Invoice,2,132,Bob Black,In Progress,2023-01-13,,0.3782098102533449
319,Employee Recruitment,Marketing,Launch Campaign,20,680,John Green,Pending,2023-09-20,,9.448489189625493
133,Product Launch,Marketing,Product Design,18,1584,Charlie Doe,In Progress,2023-09-11,,7.933248326607837
939,Invoice Processing,IT,Launch Campaign,20,380,Jane Brown,In Progress,2023-12-13,,3.1154766863669003
724,Customer Onboarding,Finance,Market Research,8,704,Bob Smith,In Progress,2023-04-08,,6.529932472726188
284,Invoice Processing,HR,Product Design,6,534,Alex Brown,Pending,2023-03-30,,7.495126607359809
278,Customer Onboarding,Marketing,Requirements Gathering,15,315,John Black,Completed,2023-05-28,2023-05-28 15:00:00,8.364731570639398
652,Customer Onboarding,IT,Review Documents,18,738,John Green,Completed,2023-04-01,2023-04-01 18:00:00,0.9573619489623542
176,Software Development,Marketing,Verify Invoice,12,360,Alice Brown,Completed,2023-05-15,2023-05-15 12:00:00,5.183221879770573
198,Software Development,Sales,Verify Invoice,2,62,Bob Smith,Completed,2023-05-02,2023-05-02 02:00:00,4.260536721018986
349,Customer Onboarding,IT,Market Research,15,735,Bob Brown,Pending,2023-04-20,,4.929679270539734
730,Employee Recruitment,IT,Screen Candidates,13,1157,Charlie Brown,Completed,2023-01-21,2023-01-21 13:00:00,3.6667456665453155
624,Invoice Processing,HR,Testing,7,441,Alex Doe,Pending,2023-04-06,,6.721648323715723
269,Software Development,IT,Screen Candidates,20,1560,John Brown,In Progress,2023-05-30,,8.707336996997077
708,Invoice Processing,Sales,Approve Invoice,14,210,Alex Doe,Completed,2023-05-22,2023-05-22 14:00:00,1.9156439619311627
248,Employee Recruitment,Marketing,Review Documents,10,270,Charlie Doe,Pending,2023-01-15,,1.060423812855904
768,Customer Onboarding,Sales,Requirements Gathering,12,828,Alex Green,Pending,2023-05-18,,9.935527541377098
114,Employee Recruitment,Finance,Receive Invoice,10,810,Alice White,Completed,2023-02-05,2023-02-05 10:00:00,9.042618185170193
748,Software Development,IT,Testing,1,35,Jane Green,Pending,2023-05-09,,7.15407456264564
506,Invoice Processing,HR,Approve Invoice,6,78,Alice Green,Pending,2023-11-30,,8.978577366064936
180,Customer Onboarding,Sales,Review Documents,9,108,Bob Green,Pending,2023-01-02,,0.3107815738279063
754,Product Launch,IT,Collect Documents,5,110,Jane Smith,In Progress,2023-02-02,,0.24583435528130027
756,Software Development,IT,Screen Candidates,19,1140,Alex Green,Completed,2023-11-11,2023-11-11 19:00:00,4.4824772234950325
963,Employee Recruitment,Marketing,Conduct Interviews,14,560,Bob Black,In Progress,2023-07-24,,0.9826020293135895
61,Product Launch,Sales,Market Research,18,234,Alice Black,Pending,2023-09-03,,2.5395036955002173
868,Invoice Processing,Sales,Initial Contact,11,484,Charlie Black,Completed,2023-10-04,2023-10-04 11:00:00,0.4935669974830659
406,Customer Onboarding,Finance,Market Research,19,855,Jane Green,Completed,2023-07-23,2023-07-23 19:00:00,5.544494655152174
